bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
856415 records sent, 171283.0 records/sec (20.91 MB/sec), 254.1 ms avg latency, 1054.0 max latency.
942689 records sent, 188537.8 records/sec (23.01 MB/sec), 260.1 ms avg latency, 1009.0 max latency.
933806 records sent, 186314.0 records/sec (22.74 MB/sec), 269.2 ms avg latency, 1023.0 max latency.
953593 records sent, 187900.1 records/sec (22.94 MB/sec), 276.6 ms avg latency, 1033.0 max latency.
951416 records sent, 189148.3 records/sec (23.09 MB/sec), 261.6 ms avg latency, 986.0 max latency.
988215 records sent, 197643.0 records/sec (24.13 MB/sec), 251.8 ms avg latency, 782.0 max latency.
1001032 records sent, 200206.4 records/sec (24.44 MB/sec), 266.3 ms avg latency, 905.0 max latency.
947472 records sent, 187878.6 records/sec (22.93 MB/sec), 260.7 ms avg latency, 1135.0 max latency.
1016980 records sent, 203396.0 records/sec (24.83 MB/sec), 257.5 ms avg latency, 985.0 max latency.
965442 records sent, 190836.5 records/sec (23.30 MB/sec), 258.5 ms avg latency, 879.0 max latency.
1046316 records sent, 209263.2 records/sec (25.54 MB/sec), 245.5 ms avg latency, 791.0 max latency.
947665 records sent, 189533.0 records/sec (23.14 MB/sec), 266.2 ms avg latency, 1013.0 max latency.
966354 records sent, 193270.8 records/sec (23.59 MB/sec), 249.7 ms avg latency, 1201.0 max latency.
972814 records sent, 193057.0 records/sec (23.57 MB/sec), 269.1 ms avg latency, 1060.0 max latency.
988319 records sent, 197308.6 records/sec (24.09 MB/sec), 250.1 ms avg latency, 832.0 max latency.
983118 records sent, 196623.6 records/sec (24.00 MB/sec), 255.1 ms avg latency, 1095.0 max latency.
981994 records sent, 195928.6 records/sec (23.92 MB/sec), 262.2 ms avg latency, 870.0 max latency.
983190 records sent, 196363.1 records/sec (23.97 MB/sec), 256.1 ms avg latency, 801.0 max latency.
946614 records sent, 188756.5 records/sec (23.04 MB/sec), 264.3 ms avg latency, 954.0 max latency.
928287 records sent, 185657.4 records/sec (22.66 MB/sec), 278.2 ms avg latency, 897.0 max latency.
989072 records sent, 197814.4 records/sec (24.15 MB/sec), 253.2 ms avg latency, 717.0 max latency.
972063 records sent, 194373.7 records/sec (23.73 MB/sec), 260.5 ms avg latency, 895.0 max latency.
1014391 records sent, 202271.4 records/sec (24.69 MB/sec), 248.2 ms avg latency, 696.0 max latency.
997210 records sent, 197780.6 records/sec (24.14 MB/sec), 256.0 ms avg latency, 981.0 max latency.
990418 records sent, 196239.0 records/sec (23.95 MB/sec), 256.8 ms avg latency, 856.0 max latency.
972468 records sent, 193141.6 records/sec (23.58 MB/sec), 256.3 ms avg latency, 1033.0 max latency.
993198 records sent, 198639.6 records/sec (24.25 MB/sec), 259.8 ms avg latency, 949.0 max latency.
970283 records sent, 192440.1 records/sec (23.49 MB/sec), 261.4 ms avg latency, 828.0 max latency.
952281 records sent, 190456.2 records/sec (23.25 MB/sec), 259.8 ms avg latency, 826.0 max latency.
1009383 records sent, 201393.3 records/sec (24.58 MB/sec), 253.3 ms avg latency, 802.0 max latency.
965884 records sent, 192177.5 records/sec (23.46 MB/sec), 259.9 ms avg latency, 871.0 max latency.
990018 records sent, 198003.6 records/sec (24.17 MB/sec), 254.4 ms avg latency, 759.0 max latency.
996446 records sent, 199289.2 records/sec (24.33 MB/sec), 259.1 ms avg latency, 785.0 max latency.
907498 records sent, 181499.6 records/sec (22.16 MB/sec), 275.0 ms avg latency, 947.0 max latency.
918070 records sent, 183614.0 records/sec (22.41 MB/sec), 273.0 ms avg latency, 976.0 max latency.
985246 records sent, 196891.7 records/sec (24.03 MB/sec), 253.5 ms avg latency, 885.0 max latency.
903987 records sent, 180797.4 records/sec (22.07 MB/sec), 268.8 ms avg latency, 1559.0 max latency.
969154 records sent, 192713.1 records/sec (23.52 MB/sec), 265.5 ms avg latency, 1152.0 max latency.
981520 records sent, 195599.8 records/sec (23.88 MB/sec), 255.3 ms avg latency, 858.0 max latency.
993987 records sent, 198797.4 records/sec (24.27 MB/sec), 255.3 ms avg latency, 762.0 max latency.
981157 records sent, 194790.0 records/sec (23.78 MB/sec), 253.2 ms avg latency, 816.0 max latency.
971674 records sent, 193329.5 records/sec (23.60 MB/sec), 272.3 ms avg latency, 976.0 max latency.
941021 records sent, 187044.5 records/sec (22.83 MB/sec), 266.4 ms avg latency, 1064.0 max latency.
994400 records sent, 198206.1 records/sec (24.20 MB/sec), 256.5 ms avg latency, 863.0 max latency.
985758 records sent, 196248.9 records/sec (23.96 MB/sec), 248.4 ms avg latency, 1000.0 max latency.
950223 records sent, 190044.6 records/sec (23.20 MB/sec), 263.1 ms avg latency, 920.0 max latency.
982532 records sent, 196506.4 records/sec (23.99 MB/sec), 270.6 ms avg latency, 1140.0 max latency.
1006059 records sent, 201131.3 records/sec (24.55 MB/sec), 248.7 ms avg latency, 870.0 max latency.
923992 records sent, 184798.4 records/sec (22.56 MB/sec), 258.3 ms avg latency, 1009.0 max latency.
969092 records sent, 193818.4 records/sec (23.66 MB/sec), 265.5 ms avg latency, 935.0 max latency.
1010757 records sent, 202151.4 records/sec (24.68 MB/sec), 248.2 ms avg latency, 867.0 max latency.
966448 records sent, 193289.6 records/sec (23.59 MB/sec), 259.6 ms avg latency, 842.0 max latency.
925008 records sent, 185001.6 records/sec (22.58 MB/sec), 270.7 ms avg latency, 858.0 max latency.
977089 records sent, 195300.6 records/sec (23.84 MB/sec), 258.6 ms avg latency, 867.0 max latency.
1018278 records sent, 203655.6 records/sec (24.86 MB/sec), 249.6 ms avg latency, 847.0 max latency.
971034 records sent, 194206.8 records/sec (23.71 MB/sec), 265.2 ms avg latency, 854.0 max latency.
972973 records sent, 194594.6 records/sec (23.75 MB/sec), 259.9 ms avg latency, 735.0 max latency.
930654 records sent, 185241.6 records/sec (22.61 MB/sec), 270.0 ms avg latency, 982.0 max latency.
995732 records sent, 196746.1 records/sec (24.02 MB/sec), 254.0 ms avg latency, 777.0 max latency.
[2015-03-20 05:56:20,833] WARN Error in I/O with ec2-54-69-44-82.us-west-2.compute.amazonaws.com/172.30.0.101 (org.apache.kafka.common.network.Selector)
java.io.EOFException
	at org.apache.kafka.common.network.NetworkReceive.readFrom(NetworkReceive.java:62)
	at org.apache.kafka.common.network.Selector.poll(Selector.java:248)
	at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:192)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:191)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:122)
	at java.lang.Thread.run(Thread.java:745)
949602 records sent, 189692.8 records/sec (23.16 MB/sec), 268.0 ms avg latency, 781.0 max latency.
1000418 records sent, 199326.2 records/sec (24.33 MB/sec), 251.3 ms avg latency, 786.0 max latency.
962999 records sent, 192599.8 records/sec (23.51 MB/sec), 264.1 ms avg latency, 938.0 max latency.
962376 records sent, 192321.3 records/sec (23.48 MB/sec), 261.0 ms avg latency, 862.0 max latency.
972874 records sent, 194574.8 records/sec (23.75 MB/sec), 264.2 ms avg latency, 846.0 max latency.
914023 records sent, 182804.6 records/sec (22.32 MB/sec), 266.2 ms avg latency, 1048.0 max latency.
1013127 records sent, 202625.4 records/sec (24.73 MB/sec), 250.1 ms avg latency, 1011.0 max latency.
956473 records sent, 191294.6 records/sec (23.35 MB/sec), 261.6 ms avg latency, 951.0 max latency.
987279 records sent, 194499.4 records/sec (23.74 MB/sec), 258.9 ms avg latency, 892.0 max latency.
1021129 records sent, 203412.2 records/sec (24.83 MB/sec), 248.0 ms avg latency, 708.0 max latency.
980605 records sent, 196003.4 records/sec (23.93 MB/sec), 258.1 ms avg latency, 846.0 max latency.
978679 records sent, 193644.4 records/sec (23.64 MB/sec), 257.2 ms avg latency, 884.0 max latency.
995097 records sent, 199019.4 records/sec (24.29 MB/sec), 258.1 ms avg latency, 1019.0 max latency.
967508 records sent, 193501.6 records/sec (23.62 MB/sec), 252.6 ms avg latency, 927.0 max latency.
941840 records sent, 188368.0 records/sec (22.99 MB/sec), 269.7 ms avg latency, 933.0 max latency.
967042 records sent, 192140.3 records/sec (23.45 MB/sec), 260.6 ms avg latency, 920.0 max latency.
989594 records sent, 197484.3 records/sec (24.11 MB/sec), 252.7 ms avg latency, 972.0 max latency.
976023 records sent, 195204.6 records/sec (23.83 MB/sec), 260.1 ms avg latency, 1060.0 max latency.
973517 records sent, 193966.3 records/sec (23.68 MB/sec), 256.7 ms avg latency, 1092.0 max latency.
959842 records sent, 191968.4 records/sec (23.43 MB/sec), 263.0 ms avg latency, 1036.0 max latency.
982387 records sent, 193079.2 records/sec (23.57 MB/sec), 260.3 ms avg latency, 942.0 max latency.
988248 records sent, 197649.6 records/sec (24.13 MB/sec), 253.0 ms avg latency, 784.0 max latency.
943767 records sent, 188753.4 records/sec (23.04 MB/sec), 262.3 ms avg latency, 909.0 max latency.
1011907 records sent, 202300.5 records/sec (24.69 MB/sec), 249.9 ms avg latency, 907.0 max latency.
957587 records sent, 191517.4 records/sec (23.38 MB/sec), 260.6 ms avg latency, 913.0 max latency.
961055 records sent, 192211.0 records/sec (23.46 MB/sec), 265.7 ms avg latency, 1000.0 max latency.
942043 records sent, 187583.2 records/sec (22.90 MB/sec), 266.7 ms avg latency, 1059.0 max latency.
958169 records sent, 191633.8 records/sec (23.39 MB/sec), 267.0 ms avg latency, 1056.0 max latency.
949156 records sent, 188362.0 records/sec (22.99 MB/sec), 263.4 ms avg latency, 872.0 max latency.
1013909 records sent, 202781.8 records/sec (24.75 MB/sec), 249.7 ms avg latency, 860.0 max latency.
944364 records sent, 188872.8 records/sec (23.06 MB/sec), 269.7 ms avg latency, 941.0 max latency.
968917 records sent, 193783.4 records/sec (23.66 MB/sec), 250.9 ms avg latency, 737.0 max latency.
982489 records sent, 196419.2 records/sec (23.98 MB/sec), 266.9 ms avg latency, 1037.0 max latency.
994204 records sent, 198840.8 records/sec (24.27 MB/sec), 249.8 ms avg latency, 763.0 max latency.
1001455 records sent, 200291.0 records/sec (24.45 MB/sec), 251.5 ms avg latency, 978.0 max latency.
1007738 records sent, 200664.7 records/sec (24.50 MB/sec), 251.6 ms avg latency, 754.0 max latency.
1005315 records sent, 201063.0 records/sec (24.54 MB/sec), 248.2 ms avg latency, 776.0 max latency.
1006050 records sent, 200288.7 records/sec (24.45 MB/sec), 252.6 ms avg latency, 896.0 max latency.
941244 records sent, 188248.8 records/sec (22.98 MB/sec), 267.1 ms avg latency, 935.0 max latency.
951717 records sent, 190343.4 records/sec (23.24 MB/sec), 262.9 ms avg latency, 899.0 max latency.
903972 records sent, 178898.1 records/sec (21.84 MB/sec), 281.9 ms avg latency, 988.0 max latency.
945561 records sent, 188998.8 records/sec (23.07 MB/sec), 266.2 ms avg latency, 996.0 max latency.
983325 records sent, 196665.0 records/sec (24.01 MB/sec), 260.9 ms avg latency, 1036.0 max latency.
997489 records sent, 197327.2 records/sec (24.09 MB/sec), 257.7 ms avg latency, 820.0 max latency.
944818 records sent, 188963.6 records/sec (23.07 MB/sec), 264.6 ms avg latency, 912.0 max latency.
964752 records sent, 192488.4 records/sec (23.50 MB/sec), 262.8 ms avg latency, 1070.0 max latency.
998090 records sent, 199618.0 records/sec (24.37 MB/sec), 251.4 ms avg latency, 996.0 max latency.
940732 records sent, 188146.4 records/sec (22.97 MB/sec), 268.6 ms avg latency, 1088.0 max latency.
975402 records sent, 194264.5 records/sec (23.71 MB/sec), 260.8 ms avg latency, 830.0 max latency.
986075 records sent, 197136.1 records/sec (24.06 MB/sec), 254.6 ms avg latency, 1028.0 max latency.
973311 records sent, 194623.3 records/sec (23.76 MB/sec), 258.5 ms avg latency, 870.0 max latency.
979355 records sent, 194935.3 records/sec (23.80 MB/sec), 257.9 ms avg latency, 769.0 max latency.
967514 records sent, 193502.8 records/sec (23.62 MB/sec), 266.7 ms avg latency, 899.0 max latency.
997593 records sent, 199518.6 records/sec (24.36 MB/sec), 255.5 ms avg latency, 887.0 max latency.
967205 records sent, 193441.0 records/sec (23.61 MB/sec), 255.5 ms avg latency, 881.0 max latency.
921424 records sent, 183514.0 records/sec (22.40 MB/sec), 268.0 ms avg latency, 960.0 max latency.
978172 records sent, 195439.0 records/sec (23.86 MB/sec), 269.8 ms avg latency, 941.0 max latency.
939460 records sent, 187892.0 records/sec (22.94 MB/sec), 265.2 ms avg latency, 799.0 max latency.
1009531 records sent, 199828.0 records/sec (24.39 MB/sec), 250.2 ms avg latency, 844.0 max latency.
923977 records sent, 184132.5 records/sec (22.48 MB/sec), 257.5 ms avg latency, 1038.0 max latency.
930653 records sent, 186130.6 records/sec (22.72 MB/sec), 279.4 ms avg latency, 1257.0 max latency.
1005693 records sent, 197620.9 records/sec (24.12 MB/sec), 256.9 ms avg latency, 981.0 max latency.
971712 records sent, 194342.4 records/sec (23.72 MB/sec), 257.4 ms avg latency, 888.0 max latency.
992977 records sent, 198595.4 records/sec (24.24 MB/sec), 261.9 ms avg latency, 919.0 max latency.
972182 records sent, 193276.7 records/sec (23.59 MB/sec), 252.9 ms avg latency, 979.0 max latency.
1000845 records sent, 198501.6 records/sec (24.23 MB/sec), 254.8 ms avg latency, 848.0 max latency.
950920 records sent, 188412.9 records/sec (23.00 MB/sec), 267.5 ms avg latency, 920.0 max latency.
1034441 records sent, 206888.2 records/sec (25.25 MB/sec), 242.5 ms avg latency, 891.0 max latency.
932872 records sent, 186574.4 records/sec (22.78 MB/sec), 274.1 ms avg latency, 1000.0 max latency.
965754 records sent, 192611.5 records/sec (23.51 MB/sec), 264.0 ms avg latency, 927.0 max latency.
948416 records sent, 186953.7 records/sec (22.82 MB/sec), 257.6 ms avg latency, 854.0 max latency.
1000247 records sent, 198816.7 records/sec (24.27 MB/sec), 260.1 ms avg latency, 834.0 max latency.
993032 records sent, 198130.9 records/sec (24.19 MB/sec), 256.1 ms avg latency, 849.0 max latency.
1055146 records sent, 210860.5 records/sec (25.74 MB/sec), 237.9 ms avg latency, 869.0 max latency.
913779 records sent, 182536.8 records/sec (22.28 MB/sec), 275.7 ms avg latency, 1101.0 max latency.
190000000 records sent, 194416.759953 records/sec (23.73 MB/sec), 258.97 ms avg latency, 1559.00 ms max latency, 385 ms 50th, 788 ms 95th, 935 ms 99th, 1091 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=16384
1044696 records sent, 208939.2 records/sec (25.51 MB/sec), 211.5 ms avg latency, 704.0 max latency.
1075660 records sent, 215132.0 records/sec (26.26 MB/sec), 219.4 ms avg latency, 811.0 max latency.
1005376 records sent, 200473.8 records/sec (24.47 MB/sec), 240.9 ms avg latency, 743.0 max latency.
1086216 records sent, 215861.7 records/sec (26.35 MB/sec), 222.3 ms avg latency, 749.0 max latency.
1070479 records sent, 213370.3 records/sec (26.05 MB/sec), 226.2 ms avg latency, 983.0 max latency.
1007479 records sent, 201495.8 records/sec (24.60 MB/sec), 236.6 ms avg latency, 770.0 max latency.
1078454 records sent, 215690.8 records/sec (26.33 MB/sec), 223.3 ms avg latency, 852.0 max latency.
1065960 records sent, 213192.0 records/sec (26.02 MB/sec), 225.6 ms avg latency, 722.0 max latency.
1067912 records sent, 213411.7 records/sec (26.05 MB/sec), 221.5 ms avg latency, 875.0 max latency.
1080033 records sent, 215790.8 records/sec (26.34 MB/sec), 228.0 ms avg latency, 849.0 max latency.
1049270 records sent, 209309.8 records/sec (25.55 MB/sec), 228.8 ms avg latency, 906.0 max latency.
1033668 records sent, 205787.0 records/sec (25.12 MB/sec), 232.9 ms avg latency, 1056.0 max latency.
1064552 records sent, 212825.3 records/sec (25.98 MB/sec), 233.8 ms avg latency, 651.0 max latency.
1058561 records sent, 211712.2 records/sec (25.84 MB/sec), 225.7 ms avg latency, 762.0 max latency.
1050896 records sent, 210179.2 records/sec (25.66 MB/sec), 224.9 ms avg latency, 1138.0 max latency.
1088037 records sent, 217607.4 records/sec (26.56 MB/sec), 226.1 ms avg latency, 807.0 max latency.
1057957 records sent, 211591.4 records/sec (25.83 MB/sec), 222.4 ms avg latency, 713.0 max latency.
960903 records sent, 192180.6 records/sec (23.46 MB/sec), 249.7 ms avg latency, 941.0 max latency.
984646 records sent, 196929.2 records/sec (24.04 MB/sec), 248.8 ms avg latency, 978.0 max latency.
951908 records sent, 190153.4 records/sec (23.21 MB/sec), 256.6 ms avg latency, 898.0 max latency.
946435 records sent, 188120.7 records/sec (22.96 MB/sec), 256.9 ms avg latency, 1011.0 max latency.
998053 records sent, 199610.6 records/sec (24.37 MB/sec), 241.6 ms avg latency, 953.0 max latency.
969428 records sent, 193885.6 records/sec (23.67 MB/sec), 246.9 ms avg latency, 795.0 max latency.
939803 records sent, 186913.9 records/sec (22.82 MB/sec), 254.3 ms avg latency, 860.0 max latency.
938381 records sent, 187676.2 records/sec (22.91 MB/sec), 257.9 ms avg latency, 903.0 max latency.
979161 records sent, 195832.2 records/sec (23.91 MB/sec), 245.7 ms avg latency, 857.0 max latency.
994648 records sent, 196804.1 records/sec (24.02 MB/sec), 251.8 ms avg latency, 864.0 max latency.
960766 records sent, 192153.2 records/sec (23.46 MB/sec), 243.0 ms avg latency, 881.0 max latency.
998406 records sent, 199681.2 records/sec (24.38 MB/sec), 246.6 ms avg latency, 835.0 max latency.
949753 records sent, 188480.5 records/sec (23.01 MB/sec), 250.1 ms avg latency, 922.0 max latency.
921552 records sent, 183979.2 records/sec (22.46 MB/sec), 256.3 ms avg latency, 779.0 max latency.
999755 records sent, 199551.9 records/sec (24.36 MB/sec), 250.3 ms avg latency, 875.0 max latency.
962088 records sent, 192417.6 records/sec (23.49 MB/sec), 258.8 ms avg latency, 805.0 max latency.
951830 records sent, 190251.8 records/sec (23.22 MB/sec), 249.3 ms avg latency, 933.0 max latency.
975605 records sent, 192313.2 records/sec (23.48 MB/sec), 251.2 ms avg latency, 833.0 max latency.
983165 records sent, 195849.6 records/sec (23.91 MB/sec), 244.5 ms avg latency, 823.0 max latency.
946489 records sent, 187870.0 records/sec (22.93 MB/sec), 249.2 ms avg latency, 729.0 max latency.
994870 records sent, 198974.0 records/sec (24.29 MB/sec), 244.4 ms avg latency, 711.0 max latency.
1044515 records sent, 208819.5 records/sec (25.49 MB/sec), 236.8 ms avg latency, 779.0 max latency.
1005871 records sent, 201174.2 records/sec (24.56 MB/sec), 244.3 ms avg latency, 850.0 max latency.
937144 records sent, 186385.0 records/sec (22.75 MB/sec), 254.0 ms avg latency, 904.0 max latency.
969942 records sent, 193988.4 records/sec (23.68 MB/sec), 242.7 ms avg latency, 877.0 max latency.
978835 records sent, 195649.6 records/sec (23.88 MB/sec), 255.0 ms avg latency, 1055.0 max latency.
977886 records sent, 192915.0 records/sec (23.55 MB/sec), 248.9 ms avg latency, 827.0 max latency.
991444 records sent, 198288.8 records/sec (24.21 MB/sec), 246.2 ms avg latency, 924.0 max latency.
974147 records sent, 194829.4 records/sec (23.78 MB/sec), 252.6 ms avg latency, 817.0 max latency.
900741 records sent, 179537.8 records/sec (21.92 MB/sec), 262.9 ms avg latency, 946.0 max latency.
962047 records sent, 192409.4 records/sec (23.49 MB/sec), 248.5 ms avg latency, 986.0 max latency.
991435 records sent, 197733.3 records/sec (24.14 MB/sec), 243.3 ms avg latency, 843.0 max latency.
949629 records sent, 188980.9 records/sec (23.07 MB/sec), 254.6 ms avg latency, 1009.0 max latency.
960096 records sent, 191865.7 records/sec (23.42 MB/sec), 260.8 ms avg latency, 1098.0 max latency.
971993 records sent, 192321.5 records/sec (23.48 MB/sec), 245.8 ms avg latency, 789.0 max latency.
949903 records sent, 189980.6 records/sec (23.19 MB/sec), 251.1 ms avg latency, 796.0 max latency.
980936 records sent, 196187.2 records/sec (23.95 MB/sec), 245.6 ms avg latency, 852.0 max latency.
1069363 records sent, 213063.0 records/sec (26.01 MB/sec), 232.4 ms avg latency, 861.0 max latency.
971393 records sent, 193658.9 records/sec (23.64 MB/sec), 248.1 ms avg latency, 845.0 max latency.
943704 records sent, 188740.8 records/sec (23.04 MB/sec), 255.7 ms avg latency, 864.0 max latency.
908502 records sent, 181700.4 records/sec (22.18 MB/sec), 257.0 ms avg latency, 902.0 max latency.
984402 records sent, 195550.7 records/sec (23.87 MB/sec), 252.8 ms avg latency, 995.0 max latency.
957971 records sent, 191594.2 records/sec (23.39 MB/sec), 254.5 ms avg latency, 812.0 max latency.
989335 records sent, 197867.0 records/sec (24.15 MB/sec), 252.1 ms avg latency, 948.0 max latency.
930065 records sent, 182867.7 records/sec (22.32 MB/sec), 257.1 ms avg latency, 1084.0 max latency.
940697 records sent, 187240.6 records/sec (22.86 MB/sec), 257.7 ms avg latency, 1007.0 max latency.
912303 records sent, 182460.6 records/sec (22.27 MB/sec), 266.7 ms avg latency, 1014.0 max latency.
919357 records sent, 183871.4 records/sec (22.45 MB/sec), 258.2 ms avg latency, 901.0 max latency.
909758 records sent, 181624.7 records/sec (22.17 MB/sec), 263.0 ms avg latency, 900.0 max latency.
984370 records sent, 195156.6 records/sec (23.82 MB/sec), 252.2 ms avg latency, 1040.0 max latency.
1001086 records sent, 198864.9 records/sec (24.28 MB/sec), 241.9 ms avg latency, 889.0 max latency.
946589 records sent, 188188.7 records/sec (22.97 MB/sec), 258.4 ms avg latency, 868.0 max latency.
1011046 records sent, 202209.2 records/sec (24.68 MB/sec), 227.6 ms avg latency, 770.0 max latency.
980896 records sent, 196179.2 records/sec (23.95 MB/sec), 242.0 ms avg latency, 947.0 max latency.
934216 records sent, 186843.2 records/sec (22.81 MB/sec), 254.3 ms avg latency, 976.0 max latency.
964327 records sent, 192865.4 records/sec (23.54 MB/sec), 258.2 ms avg latency, 814.0 max latency.
978103 records sent, 195152.2 records/sec (23.82 MB/sec), 250.1 ms avg latency, 863.0 max latency.
933174 records sent, 186634.8 records/sec (22.78 MB/sec), 255.9 ms avg latency, 892.0 max latency.
943259 records sent, 188388.1 records/sec (23.00 MB/sec), 252.9 ms avg latency, 853.0 max latency.
1003644 records sent, 200728.8 records/sec (24.50 MB/sec), 247.4 ms avg latency, 814.0 max latency.
953943 records sent, 190142.1 records/sec (23.21 MB/sec), 253.2 ms avg latency, 1115.0 max latency.
959008 records sent, 191801.6 records/sec (23.41 MB/sec), 249.0 ms avg latency, 826.0 max latency.
977726 records sent, 195506.1 records/sec (23.87 MB/sec), 251.6 ms avg latency, 982.0 max latency.
946526 records sent, 189305.2 records/sec (23.11 MB/sec), 239.2 ms avg latency, 932.0 max latency.
991293 records sent, 198258.6 records/sec (24.20 MB/sec), 249.2 ms avg latency, 830.0 max latency.
891971 records sent, 178322.9 records/sec (21.77 MB/sec), 263.0 ms avg latency, 959.0 max latency.
965924 records sent, 191272.1 records/sec (23.35 MB/sec), 253.1 ms avg latency, 968.0 max latency.
974378 records sent, 194875.6 records/sec (23.79 MB/sec), 240.8 ms avg latency, 770.0 max latency.
957568 records sent, 191513.6 records/sec (23.38 MB/sec), 249.7 ms avg latency, 792.0 max latency.
937549 records sent, 187509.8 records/sec (22.89 MB/sec), 262.0 ms avg latency, 845.0 max latency.
983783 records sent, 196756.6 records/sec (24.02 MB/sec), 249.4 ms avg latency, 956.0 max latency.
944155 records sent, 187481.1 records/sec (22.89 MB/sec), 252.5 ms avg latency, 943.0 max latency.
914627 records sent, 182925.4 records/sec (22.33 MB/sec), 250.9 ms avg latency, 1223.0 max latency.
932201 records sent, 186440.2 records/sec (22.76 MB/sec), 278.2 ms avg latency, 1161.0 max latency.
939253 records sent, 187700.4 records/sec (22.91 MB/sec), 241.6 ms avg latency, 1113.0 max latency.
952560 records sent, 187807.6 records/sec (22.93 MB/sec), 254.4 ms avg latency, 1088.0 max latency.
997883 records sent, 199576.6 records/sec (24.36 MB/sec), 242.5 ms avg latency, 877.0 max latency.
930347 records sent, 186032.2 records/sec (22.71 MB/sec), 254.8 ms avg latency, 996.0 max latency.
967004 records sent, 193400.8 records/sec (23.61 MB/sec), 253.4 ms avg latency, 895.0 max latency.
865955 records sent, 173191.0 records/sec (21.14 MB/sec), 253.5 ms avg latency, 1129.0 max latency.
958276 records sent, 190625.8 records/sec (23.27 MB/sec), 272.4 ms avg latency, 1378.0 max latency.
999124 records sent, 198278.2 records/sec (24.20 MB/sec), 234.9 ms avg latency, 779.0 max latency.
961937 records sent, 192387.4 records/sec (23.48 MB/sec), 241.0 ms avg latency, 845.0 max latency.
965562 records sent, 193112.4 records/sec (23.57 MB/sec), 250.0 ms avg latency, 1023.0 max latency.
936256 records sent, 186505.2 records/sec (22.77 MB/sec), 258.1 ms avg latency, 1040.0 max latency.
937040 records sent, 187408.0 records/sec (22.88 MB/sec), 252.7 ms avg latency, 1100.0 max latency.
923555 records sent, 183938.5 records/sec (22.45 MB/sec), 259.4 ms avg latency, 1134.0 max latency.
969325 records sent, 193865.0 records/sec (23.67 MB/sec), 256.8 ms avg latency, 884.0 max latency.
979727 records sent, 195281.4 records/sec (23.84 MB/sec), 245.8 ms avg latency, 786.0 max latency.
972758 records sent, 194396.1 records/sec (23.73 MB/sec), 248.3 ms avg latency, 840.0 max latency.
796281 records sent, 159256.2 records/sec (19.44 MB/sec), 229.1 ms avg latency, 829.0 max latency.
131671 records sent, 26334.2 records/sec (3.21 MB/sec), 1611.2 ms avg latency, 6397.0 max latency.
947696 records sent, 189274.2 records/sec (23.10 MB/sec), 364.9 ms avg latency, 6446.0 max latency.
946488 records sent, 188505.9 records/sec (23.01 MB/sec), 256.9 ms avg latency, 805.0 max latency.
944787 records sent, 188957.4 records/sec (23.07 MB/sec), 247.5 ms avg latency, 924.0 max latency.
1005620 records sent, 200482.5 records/sec (24.47 MB/sec), 241.9 ms avg latency, 780.0 max latency.
919633 records sent, 183926.6 records/sec (22.45 MB/sec), 259.4 ms avg latency, 1005.0 max latency.
987088 records sent, 197417.6 records/sec (24.10 MB/sec), 244.9 ms avg latency, 906.0 max latency.
922913 records sent, 184582.6 records/sec (22.53 MB/sec), 259.3 ms avg latency, 923.0 max latency.
933373 records sent, 186600.0 records/sec (22.78 MB/sec), 255.5 ms avg latency, 1000.0 max latency.
1020046 records sent, 204009.2 records/sec (24.90 MB/sec), 236.8 ms avg latency, 899.0 max latency.
949094 records sent, 188237.6 records/sec (22.98 MB/sec), 248.5 ms avg latency, 1203.0 max latency.
[2015-03-20 06:12:38,711] WARN Error in I/O with ec2-54-68-181-243.us-west-2.compute.amazonaws.com/172.30.0.100 (org.apache.kafka.common.network.Selector)
java.io.EOFException
	at org.apache.kafka.common.network.NetworkReceive.readFrom(NetworkReceive.java:62)
	at org.apache.kafka.common.network.Selector.poll(Selector.java:248)
	at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:192)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:191)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:122)
	at java.lang.Thread.run(Thread.java:745)
990191 records sent, 197642.9 records/sec (24.13 MB/sec), 254.7 ms avg latency, 1235.0 max latency.
