bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1005295 records sent, 198048.7 records/sec (24.18 MB/sec), 225.7 ms avg latency, 826.0 max latency.
963432 records sent, 192686.4 records/sec (23.52 MB/sec), 260.6 ms avg latency, 952.0 max latency.
903909 records sent, 179027.3 records/sec (21.85 MB/sec), 282.9 ms avg latency, 946.0 max latency.
911317 records sent, 182263.4 records/sec (22.25 MB/sec), 266.4 ms avg latency, 998.0 max latency.
923405 records sent, 184681.0 records/sec (22.54 MB/sec), 272.7 ms avg latency, 966.0 max latency.
912300 records sent, 182314.1 records/sec (22.26 MB/sec), 283.3 ms avg latency, 1055.0 max latency.
905476 records sent, 181095.2 records/sec (22.11 MB/sec), 266.6 ms avg latency, 1087.0 max latency.
878771 records sent, 175754.2 records/sec (21.45 MB/sec), 289.5 ms avg latency, 1339.0 max latency.
899093 records sent, 179818.6 records/sec (21.95 MB/sec), 278.5 ms avg latency, 1087.0 max latency.
943189 records sent, 188637.8 records/sec (23.03 MB/sec), 270.6 ms avg latency, 1029.0 max latency.
906818 records sent, 180713.0 records/sec (22.06 MB/sec), 279.4 ms avg latency, 1089.0 max latency.
954939 records sent, 190568.5 records/sec (23.26 MB/sec), 259.2 ms avg latency, 943.0 max latency.
954429 records sent, 190885.8 records/sec (23.30 MB/sec), 264.1 ms avg latency, 772.0 max latency.
934455 records sent, 186891.0 records/sec (22.81 MB/sec), 263.7 ms avg latency, 1032.0 max latency.
917328 records sent, 183465.6 records/sec (22.40 MB/sec), 276.3 ms avg latency, 948.0 max latency.
1001726 records sent, 200185.1 records/sec (24.44 MB/sec), 243.5 ms avg latency, 816.0 max latency.
917963 records sent, 183592.6 records/sec (22.41 MB/sec), 271.0 ms avg latency, 928.0 max latency.
848578 records sent, 169512.2 records/sec (20.69 MB/sec), 295.2 ms avg latency, 1112.0 max latency.
867648 records sent, 173529.6 records/sec (21.18 MB/sec), 278.5 ms avg latency, 1030.0 max latency.
903448 records sent, 180689.6 records/sec (22.06 MB/sec), 275.4 ms avg latency, 1223.0 max latency.
908479 records sent, 181224.6 records/sec (22.12 MB/sec), 287.1 ms avg latency, 1156.0 max latency.
927109 records sent, 185421.8 records/sec (22.63 MB/sec), 269.7 ms avg latency, 812.0 max latency.
937323 records sent, 186754.9 records/sec (22.80 MB/sec), 269.4 ms avg latency, 1091.0 max latency.
895385 records sent, 178257.0 records/sec (21.76 MB/sec), 277.1 ms avg latency, 990.0 max latency.
943406 records sent, 188681.2 records/sec (23.03 MB/sec), 262.2 ms avg latency, 818.0 max latency.
989903 records sent, 197191.8 records/sec (24.07 MB/sec), 259.4 ms avg latency, 863.0 max latency.
894235 records sent, 178028.1 records/sec (21.73 MB/sec), 268.4 ms avg latency, 860.0 max latency.
952156 records sent, 190431.2 records/sec (23.25 MB/sec), 268.6 ms avg latency, 819.0 max latency.
894109 records sent, 178750.3 records/sec (21.82 MB/sec), 281.1 ms avg latency, 944.0 max latency.
930711 records sent, 185882.0 records/sec (22.69 MB/sec), 278.7 ms avg latency, 866.0 max latency.
863516 records sent, 172703.2 records/sec (21.08 MB/sec), 283.5 ms avg latency, 1197.0 max latency.
919825 records sent, 183891.4 records/sec (22.45 MB/sec), 272.1 ms avg latency, 876.0 max latency.
915309 records sent, 183061.8 records/sec (22.35 MB/sec), 270.6 ms avg latency, 1111.0 max latency.
921627 records sent, 184325.4 records/sec (22.50 MB/sec), 270.3 ms avg latency, 1011.0 max latency.
937090 records sent, 186634.1 records/sec (22.78 MB/sec), 273.5 ms avg latency, 945.0 max latency.
942145 records sent, 187454.2 records/sec (22.88 MB/sec), 269.2 ms avg latency, 828.0 max latency.
929282 records sent, 184381.3 records/sec (22.51 MB/sec), 266.9 ms avg latency, 843.0 max latency.
926974 records sent, 182907.3 records/sec (22.33 MB/sec), 278.8 ms avg latency, 871.0 max latency.
923282 records sent, 182719.6 records/sec (22.30 MB/sec), 270.6 ms avg latency, 1113.0 max latency.
927355 records sent, 185471.0 records/sec (22.64 MB/sec), 264.2 ms avg latency, 1020.0 max latency.
923144 records sent, 184481.2 records/sec (22.52 MB/sec), 279.9 ms avg latency, 973.0 max latency.
891078 records sent, 178215.6 records/sec (21.75 MB/sec), 277.4 ms avg latency, 1085.0 max latency.
918247 records sent, 183649.4 records/sec (22.42 MB/sec), 273.7 ms avg latency, 938.0 max latency.
928891 records sent, 185778.2 records/sec (22.68 MB/sec), 258.1 ms avg latency, 1333.0 max latency.
990052 records sent, 196088.7 records/sec (23.94 MB/sec), 264.4 ms avg latency, 1085.0 max latency.
950186 records sent, 188753.7 records/sec (23.04 MB/sec), 266.0 ms avg latency, 934.0 max latency.
914493 records sent, 182752.4 records/sec (22.31 MB/sec), 274.1 ms avg latency, 900.0 max latency.
899463 records sent, 179892.6 records/sec (21.96 MB/sec), 278.1 ms avg latency, 1038.0 max latency.
916592 records sent, 183318.4 records/sec (22.38 MB/sec), 268.0 ms avg latency, 1035.0 max latency.
962480 records sent, 192496.0 records/sec (23.50 MB/sec), 261.2 ms avg latency, 907.0 max latency.
903040 records sent, 180211.5 records/sec (22.00 MB/sec), 277.1 ms avg latency, 992.0 max latency.
907483 records sent, 180521.8 records/sec (22.04 MB/sec), 266.1 ms avg latency, 1035.0 max latency.
927045 records sent, 184523.3 records/sec (22.52 MB/sec), 284.0 ms avg latency, 1065.0 max latency.
937301 records sent, 187460.2 records/sec (22.88 MB/sec), 267.0 ms avg latency, 1023.0 max latency.
904731 records sent, 180837.7 records/sec (22.07 MB/sec), 279.5 ms avg latency, 1056.0 max latency.
901496 records sent, 178939.3 records/sec (21.84 MB/sec), 266.2 ms avg latency, 1179.0 max latency.
920133 records sent, 183842.8 records/sec (22.44 MB/sec), 275.6 ms avg latency, 996.0 max latency.
906620 records sent, 181324.0 records/sec (22.13 MB/sec), 277.2 ms avg latency, 976.0 max latency.
915902 records sent, 183180.4 records/sec (22.36 MB/sec), 267.4 ms avg latency, 911.0 max latency.
901428 records sent, 180285.6 records/sec (22.01 MB/sec), 286.0 ms avg latency, 967.0 max latency.
941787 records sent, 187906.4 records/sec (22.94 MB/sec), 265.0 ms avg latency, 732.0 max latency.
906086 records sent, 181217.2 records/sec (22.12 MB/sec), 266.8 ms avg latency, 902.0 max latency.
896984 records sent, 179396.8 records/sec (21.90 MB/sec), 283.1 ms avg latency, 1055.0 max latency.
976159 records sent, 194725.5 records/sec (23.77 MB/sec), 265.4 ms avg latency, 843.0 max latency.
940185 records sent, 186470.6 records/sec (22.76 MB/sec), 266.3 ms avg latency, 925.0 max latency.
946185 records sent, 189237.0 records/sec (23.10 MB/sec), 265.6 ms avg latency, 923.0 max latency.
921402 records sent, 183217.7 records/sec (22.37 MB/sec), 266.8 ms avg latency, 844.0 max latency.
911284 records sent, 181277.9 records/sec (22.13 MB/sec), 276.6 ms avg latency, 1008.0 max latency.
904378 records sent, 180875.6 records/sec (22.08 MB/sec), 274.3 ms avg latency, 885.0 max latency.
918285 records sent, 182998.2 records/sec (22.34 MB/sec), 275.0 ms avg latency, 1012.0 max latency.
897328 records sent, 179465.6 records/sec (21.91 MB/sec), 277.8 ms avg latency, 975.0 max latency.
960335 records sent, 192067.0 records/sec (23.45 MB/sec), 259.4 ms avg latency, 1004.0 max latency.
918545 records sent, 183709.0 records/sec (22.43 MB/sec), 265.8 ms avg latency, 1089.0 max latency.
919805 records sent, 183961.0 records/sec (22.46 MB/sec), 278.8 ms avg latency, 1047.0 max latency.
884894 records sent, 175018.6 records/sec (21.36 MB/sec), 280.6 ms avg latency, 1048.0 max latency.
947638 records sent, 189414.0 records/sec (23.12 MB/sec), 266.9 ms avg latency, 976.0 max latency.
942961 records sent, 186503.4 records/sec (22.77 MB/sec), 268.1 ms avg latency, 1014.0 max latency.
912509 records sent, 182428.8 records/sec (22.27 MB/sec), 275.1 ms avg latency, 939.0 max latency.
903291 records sent, 178763.3 records/sec (21.82 MB/sec), 265.8 ms avg latency, 1117.0 max latency.
915132 records sent, 182115.8 records/sec (22.23 MB/sec), 271.6 ms avg latency, 1028.0 max latency.
977295 records sent, 192305.2 records/sec (23.47 MB/sec), 267.9 ms avg latency, 905.0 max latency.
925986 records sent, 183909.8 records/sec (22.45 MB/sec), 266.0 ms avg latency, 913.0 max latency.
894145 records sent, 177656.5 records/sec (21.69 MB/sec), 270.7 ms avg latency, 1067.0 max latency.
899929 records sent, 178983.5 records/sec (21.85 MB/sec), 278.7 ms avg latency, 1144.0 max latency.
933099 records sent, 186619.8 records/sec (22.78 MB/sec), 267.1 ms avg latency, 1109.0 max latency.
944702 records sent, 188940.4 records/sec (23.06 MB/sec), 265.6 ms avg latency, 1025.0 max latency.
930139 records sent, 184991.8 records/sec (22.58 MB/sec), 266.2 ms avg latency, 1048.0 max latency.
897246 records sent, 177391.5 records/sec (21.65 MB/sec), 295.1 ms avg latency, 1073.0 max latency.
921631 records sent, 183190.4 records/sec (22.36 MB/sec), 268.1 ms avg latency, 981.0 max latency.
930496 records sent, 186099.2 records/sec (22.72 MB/sec), 266.3 ms avg latency, 1135.0 max latency.
911675 records sent, 178689.7 records/sec (21.81 MB/sec), 269.5 ms avg latency, 1061.0 max latency.
922672 records sent, 184350.0 records/sec (22.50 MB/sec), 276.4 ms avg latency, 1150.0 max latency.
908034 records sent, 181534.2 records/sec (22.16 MB/sec), 276.2 ms avg latency, 1072.0 max latency.
916540 records sent, 183161.5 records/sec (22.36 MB/sec), 274.5 ms avg latency, 1048.0 max latency.
968867 records sent, 193773.4 records/sec (23.65 MB/sec), 261.2 ms avg latency, 881.0 max latency.
918055 records sent, 183611.0 records/sec (22.41 MB/sec), 264.6 ms avg latency, 1004.0 max latency.
884364 records sent, 176203.2 records/sec (21.51 MB/sec), 289.1 ms avg latency, 997.0 max latency.
911355 records sent, 180645.2 records/sec (22.05 MB/sec), 267.1 ms avg latency, 777.0 max latency.
959904 records sent, 191980.8 records/sec (23.44 MB/sec), 268.4 ms avg latency, 921.0 max latency.
942093 records sent, 188418.6 records/sec (23.00 MB/sec), 265.4 ms avg latency, 938.0 max latency.
885127 records sent, 176285.0 records/sec (21.52 MB/sec), 281.9 ms avg latency, 897.0 max latency.
900826 records sent, 180165.2 records/sec (21.99 MB/sec), 281.3 ms avg latency, 867.0 max latency.
895429 records sent, 177067.2 records/sec (21.61 MB/sec), 271.8 ms avg latency, 858.0 max latency.
979324 records sent, 195864.8 records/sec (23.91 MB/sec), 257.8 ms avg latency, 882.0 max latency.
907837 records sent, 181567.4 records/sec (22.16 MB/sec), 276.1 ms avg latency, 1002.0 max latency.
889707 records sent, 177941.4 records/sec (21.72 MB/sec), 276.5 ms avg latency, 1051.0 max latency.
900644 records sent, 179912.9 records/sec (21.96 MB/sec), 278.6 ms avg latency, 1185.0 max latency.
945823 records sent, 189164.6 records/sec (23.09 MB/sec), 262.5 ms avg latency, 1066.0 max latency.
896296 records sent, 179259.2 records/sec (21.88 MB/sec), 281.0 ms avg latency, 998.0 max latency.
910579 records sent, 180312.7 records/sec (22.01 MB/sec), 281.3 ms avg latency, 912.0 max latency.
988827 records sent, 197095.3 records/sec (24.06 MB/sec), 255.7 ms avg latency, 790.0 max latency.
952261 records sent, 190452.2 records/sec (23.25 MB/sec), 270.0 ms avg latency, 933.0 max latency.
871573 records sent, 172657.1 records/sec (21.08 MB/sec), 272.0 ms avg latency, 915.0 max latency.
946928 records sent, 188706.3 records/sec (23.04 MB/sec), 270.0 ms avg latency, 1080.0 max latency.
960093 records sent, 192018.6 records/sec (23.44 MB/sec), 264.2 ms avg latency, 779.0 max latency.
942963 records sent, 187281.6 records/sec (22.86 MB/sec), 269.0 ms avg latency, 919.0 max latency.
914365 records sent, 182873.0 records/sec (22.32 MB/sec), 272.4 ms avg latency, 968.0 max latency.
908095 records sent, 181619.0 records/sec (22.17 MB/sec), 279.2 ms avg latency, 974.0 max latency.
940988 records sent, 188197.6 records/sec (22.97 MB/sec), 267.1 ms avg latency, 796.0 max latency.
940761 records sent, 188152.2 records/sec (22.97 MB/sec), 261.5 ms avg latency, 894.0 max latency.
941357 records sent, 186555.1 records/sec (22.77 MB/sec), 266.9 ms avg latency, 998.0 max latency.
922987 records sent, 184597.4 records/sec (22.53 MB/sec), 270.8 ms avg latency, 996.0 max latency.
951203 records sent, 188170.7 records/sec (22.97 MB/sec), 274.1 ms avg latency, 953.0 max latency.
923338 records sent, 184667.6 records/sec (22.54 MB/sec), 268.2 ms avg latency, 802.0 max latency.
932018 records sent, 184485.0 records/sec (22.52 MB/sec), 270.8 ms avg latency, 997.0 max latency.
877747 records sent, 174919.7 records/sec (21.35 MB/sec), 270.6 ms avg latency, 1209.0 max latency.
985344 records sent, 196675.4 records/sec (24.01 MB/sec), 263.2 ms avg latency, 1311.0 max latency.
935629 records sent, 184178.9 records/sec (22.48 MB/sec), 273.0 ms avg latency, 997.0 max latency.
941847 records sent, 188369.4 records/sec (22.99 MB/sec), 266.8 ms avg latency, 974.0 max latency.
893908 records sent, 178781.6 records/sec (21.82 MB/sec), 281.9 ms avg latency, 920.0 max latency.
932099 records sent, 185308.0 records/sec (22.62 MB/sec), 264.6 ms avg latency, 1214.0 max latency.
957971 records sent, 191594.2 records/sec (23.39 MB/sec), 257.2 ms avg latency, 936.0 max latency.
943984 records sent, 188157.1 records/sec (22.97 MB/sec), 267.4 ms avg latency, 943.0 max latency.
885700 records sent, 177140.0 records/sec (21.62 MB/sec), 276.5 ms avg latency, 1108.0 max latency.
910878 records sent, 182175.6 records/sec (22.24 MB/sec), 277.6 ms avg latency, 1138.0 max latency.
950880 records sent, 190176.0 records/sec (23.21 MB/sec), 263.1 ms avg latency, 903.0 max latency.
952493 records sent, 190460.5 records/sec (23.25 MB/sec), 262.3 ms avg latency, 838.0 max latency.
1000171 records sent, 198999.4 records/sec (24.29 MB/sec), 249.3 ms avg latency, 879.0 max latency.
935980 records sent, 187196.0 records/sec (22.85 MB/sec), 268.4 ms avg latency, 1055.0 max latency.
1035244 records sent, 204917.7 records/sec (25.01 MB/sec), 250.5 ms avg latency, 811.0 max latency.
895653 records sent, 178880.2 records/sec (21.84 MB/sec), 275.0 ms avg latency, 1111.0 max latency.
868867 records sent, 173012.1 records/sec (21.12 MB/sec), 289.4 ms avg latency, 1007.0 max latency.
825252 records sent, 164918.5 records/sec (20.13 MB/sec), 293.7 ms avg latency, 1221.0 max latency.
794431 records sent, 158886.2 records/sec (19.40 MB/sec), 326.1 ms avg latency, 1317.0 max latency.
812123 records sent, 162424.6 records/sec (19.83 MB/sec), 299.4 ms avg latency, 1061.0 max latency.
717123 records sent, 142569.2 records/sec (17.40 MB/sec), 336.2 ms avg latency, 1316.0 max latency.
749742 records sent, 148817.4 records/sec (18.17 MB/sec), 354.0 ms avg latency, 1537.0 max latency.
836336 records sent, 167267.2 records/sec (20.42 MB/sec), 300.6 ms avg latency, 1095.0 max latency.
742875 records sent, 148545.3 records/sec (18.13 MB/sec), 331.4 ms avg latency, 1456.0 max latency.
796201 records sent, 159240.2 records/sec (19.44 MB/sec), 311.0 ms avg latency, 1080.0 max latency.
730325 records sent, 144447.2 records/sec (17.63 MB/sec), 340.8 ms avg latency, 1323.0 max latency.
753464 records sent, 148964.8 records/sec (18.18 MB/sec), 350.2 ms avg latency, 1404.0 max latency.
769937 records sent, 153925.8 records/sec (18.79 MB/sec), 323.4 ms avg latency, 1302.0 max latency.
794034 records sent, 158806.8 records/sec (19.39 MB/sec), 312.0 ms avg latency, 1115.0 max latency.
796478 records sent, 159295.6 records/sec (19.45 MB/sec), 318.3 ms avg latency, 1076.0 max latency.
771067 records sent, 152324.6 records/sec (18.59 MB/sec), 320.7 ms avg latency, 1098.0 max latency.
774866 records sent, 154973.2 records/sec (18.92 MB/sec), 328.1 ms avg latency, 1192.0 max latency.
809173 records sent, 160773.5 records/sec (19.63 MB/sec), 316.5 ms avg latency, 1145.0 max latency.
190000000 records sent, 181784.956051 records/sec (22.19 MB/sec), 274.78 ms avg latency, 1537.00 ms max latency, 221 ms 50th, 793 ms 95th, 983 ms 99th, 1196 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=16384
939345 records sent, 187869.0 records/sec (22.93 MB/sec), 232.9 ms avg latency, 822.0 max latency.
991461 records sent, 198292.2 records/sec (24.21 MB/sec), 244.7 ms avg latency, 873.0 max latency.
980155 records sent, 196031.0 records/sec (23.93 MB/sec), 253.5 ms avg latency, 848.0 max latency.
975005 records sent, 194806.2 records/sec (23.78 MB/sec), 250.0 ms avg latency, 892.0 max latency.
1008080 records sent, 198793.1 records/sec (24.27 MB/sec), 237.1 ms avg latency, 946.0 max latency.
954798 records sent, 190959.6 records/sec (23.31 MB/sec), 251.5 ms avg latency, 956.0 max latency.
960125 records sent, 192025.0 records/sec (23.44 MB/sec), 256.3 ms avg latency, 808.0 max latency.
979631 records sent, 195223.4 records/sec (23.83 MB/sec), 245.7 ms avg latency, 773.0 max latency.
1002408 records sent, 199206.7 records/sec (24.32 MB/sec), 238.4 ms avg latency, 841.0 max latency.
976539 records sent, 195307.8 records/sec (23.84 MB/sec), 243.4 ms avg latency, 770.0 max latency.
982459 records sent, 196491.8 records/sec (23.99 MB/sec), 245.2 ms avg latency, 851.0 max latency.
1007385 records sent, 201034.7 records/sec (24.54 MB/sec), 250.7 ms avg latency, 903.0 max latency.
982556 records sent, 194142.7 records/sec (23.70 MB/sec), 243.1 ms avg latency, 741.0 max latency.
988836 records sent, 197333.1 records/sec (24.09 MB/sec), 244.6 ms avg latency, 792.0 max latency.
1052811 records sent, 210562.2 records/sec (25.70 MB/sec), 235.3 ms avg latency, 872.0 max latency.
972342 records sent, 194468.4 records/sec (23.74 MB/sec), 243.7 ms avg latency, 810.0 max latency.
1004887 records sent, 200977.4 records/sec (24.53 MB/sec), 243.6 ms avg latency, 789.0 max latency.
931202 records sent, 186240.4 records/sec (22.73 MB/sec), 250.2 ms avg latency, 863.0 max latency.
1028275 records sent, 204428.4 records/sec (24.95 MB/sec), 240.4 ms avg latency, 839.0 max latency.
1045797 records sent, 207664.2 records/sec (25.35 MB/sec), 230.4 ms avg latency, 725.0 max latency.
942885 records sent, 187229.0 records/sec (22.86 MB/sec), 251.2 ms avg latency, 822.0 max latency.
945159 records sent, 189031.8 records/sec (23.08 MB/sec), 252.9 ms avg latency, 839.0 max latency.
1027722 records sent, 204929.6 records/sec (25.02 MB/sec), 234.6 ms avg latency, 774.0 max latency.
996303 records sent, 196548.2 records/sec (23.99 MB/sec), 241.0 ms avg latency, 745.0 max latency.
1018937 records sent, 203787.4 records/sec (24.88 MB/sec), 239.7 ms avg latency, 926.0 max latency.
868759 records sent, 173751.8 records/sec (21.21 MB/sec), 283.8 ms avg latency, 1037.0 max latency.
954368 records sent, 190873.6 records/sec (23.30 MB/sec), 249.7 ms avg latency, 1051.0 max latency.
1000520 records sent, 199346.5 records/sec (24.33 MB/sec), 244.7 ms avg latency, 792.0 max latency.
931462 records sent, 186292.4 records/sec (22.74 MB/sec), 256.7 ms avg latency, 1005.0 max latency.
946044 records sent, 189133.1 records/sec (23.09 MB/sec), 255.3 ms avg latency, 972.0 max latency.
1011894 records sent, 202378.8 records/sec (24.70 MB/sec), 241.4 ms avg latency, 883.0 max latency.
986998 records sent, 197399.6 records/sec (24.10 MB/sec), 242.0 ms avg latency, 900.0 max latency.
990825 records sent, 197888.0 records/sec (24.16 MB/sec), 238.9 ms avg latency, 850.0 max latency.
925082 records sent, 184720.8 records/sec (22.55 MB/sec), 268.4 ms avg latency, 1058.0 max latency.
1027395 records sent, 205479.0 records/sec (25.08 MB/sec), 236.7 ms avg latency, 859.0 max latency.
962008 records sent, 191596.9 records/sec (23.39 MB/sec), 250.6 ms avg latency, 994.0 max latency.
1000308 records sent, 200061.6 records/sec (24.42 MB/sec), 232.9 ms avg latency, 781.0 max latency.
984964 records sent, 196992.8 records/sec (24.05 MB/sec), 246.2 ms avg latency, 1023.0 max latency.
959838 records sent, 191929.2 records/sec (23.43 MB/sec), 247.5 ms avg latency, 852.0 max latency.
980980 records sent, 196196.0 records/sec (23.95 MB/sec), 247.7 ms avg latency, 917.0 max latency.
996189 records sent, 198840.1 records/sec (24.27 MB/sec), 251.2 ms avg latency, 855.0 max latency.
1001895 records sent, 200138.8 records/sec (24.43 MB/sec), 242.6 ms avg latency, 1029.0 max latency.
1017305 records sent, 203461.0 records/sec (24.84 MB/sec), 240.8 ms avg latency, 913.0 max latency.
982762 records sent, 196552.4 records/sec (23.99 MB/sec), 242.1 ms avg latency, 840.0 max latency.
1012371 records sent, 202474.2 records/sec (24.72 MB/sec), 237.7 ms avg latency, 742.0 max latency.
1041954 records sent, 208390.8 records/sec (25.44 MB/sec), 225.4 ms avg latency, 728.0 max latency.
962237 records sent, 192447.4 records/sec (23.49 MB/sec), 252.7 ms avg latency, 1157.0 max latency.
952733 records sent, 190546.6 records/sec (23.26 MB/sec), 254.9 ms avg latency, 968.0 max latency.
1064871 records sent, 212974.2 records/sec (26.00 MB/sec), 226.3 ms avg latency, 690.0 max latency.
1003151 records sent, 200590.1 records/sec (24.49 MB/sec), 241.3 ms avg latency, 1038.0 max latency.
954515 records sent, 190903.0 records/sec (23.30 MB/sec), 251.9 ms avg latency, 839.0 max latency.
1034858 records sent, 206971.6 records/sec (25.27 MB/sec), 234.7 ms avg latency, 971.0 max latency.
1002382 records sent, 200356.2 records/sec (24.46 MB/sec), 228.2 ms avg latency, 721.0 max latency.
1020631 records sent, 204126.2 records/sec (24.92 MB/sec), 236.2 ms avg latency, 869.0 max latency.
960533 records sent, 192029.8 records/sec (23.44 MB/sec), 253.6 ms avg latency, 938.0 max latency.
1055666 records sent, 211133.2 records/sec (25.77 MB/sec), 229.5 ms avg latency, 725.0 max latency.
1005269 records sent, 200053.5 records/sec (24.42 MB/sec), 236.3 ms avg latency, 683.0 max latency.
1000431 records sent, 200086.2 records/sec (24.42 MB/sec), 241.0 ms avg latency, 732.0 max latency.
1001640 records sent, 200287.9 records/sec (24.45 MB/sec), 233.9 ms avg latency, 700.0 max latency.
965226 records sent, 191551.1 records/sec (23.38 MB/sec), 254.9 ms avg latency, 843.0 max latency.
1001689 records sent, 200337.8 records/sec (24.46 MB/sec), 241.8 ms avg latency, 1171.0 max latency.
1001368 records sent, 199913.8 records/sec (24.40 MB/sec), 247.2 ms avg latency, 1091.0 max latency.
984863 records sent, 196972.6 records/sec (24.04 MB/sec), 228.4 ms avg latency, 746.0 max latency.
969560 records sent, 193177.9 records/sec (23.58 MB/sec), 259.8 ms avg latency, 989.0 max latency.
968035 records sent, 193452.2 records/sec (23.61 MB/sec), 242.8 ms avg latency, 937.0 max latency.
1025839 records sent, 204350.4 records/sec (24.95 MB/sec), 235.2 ms avg latency, 741.0 max latency.
968274 records sent, 192385.1 records/sec (23.48 MB/sec), 242.0 ms avg latency, 955.0 max latency.
1008915 records sent, 201783.0 records/sec (24.63 MB/sec), 240.0 ms avg latency, 863.0 max latency.
970873 records sent, 194174.6 records/sec (23.70 MB/sec), 247.4 ms avg latency, 777.0 max latency.
1012615 records sent, 202523.0 records/sec (24.72 MB/sec), 233.7 ms avg latency, 753.0 max latency.
1009346 records sent, 201869.2 records/sec (24.64 MB/sec), 230.7 ms avg latency, 855.0 max latency.
1001099 records sent, 197338.7 records/sec (24.09 MB/sec), 246.1 ms avg latency, 1003.0 max latency.
1023673 records sent, 202908.4 records/sec (24.77 MB/sec), 238.9 ms avg latency, 1025.0 max latency.
936874 records sent, 187374.8 records/sec (22.87 MB/sec), 267.3 ms avg latency, 1222.0 max latency.
955773 records sent, 190355.1 records/sec (23.24 MB/sec), 249.3 ms avg latency, 811.0 max latency.
941938 records sent, 188387.6 records/sec (23.00 MB/sec), 250.2 ms avg latency, 1263.0 max latency.
986411 records sent, 197242.8 records/sec (24.08 MB/sec), 244.1 ms avg latency, 802.0 max latency.
951859 records sent, 188524.3 records/sec (23.01 MB/sec), 255.2 ms avg latency, 946.0 max latency.
979569 records sent, 195718.1 records/sec (23.89 MB/sec), 242.0 ms avg latency, 963.0 max latency.
957874 records sent, 191574.8 records/sec (23.39 MB/sec), 239.7 ms avg latency, 1139.0 max latency.
909215 records sent, 181843.0 records/sec (22.20 MB/sec), 269.3 ms avg latency, 1427.0 max latency.
963851 records sent, 192770.2 records/sec (23.53 MB/sec), 242.4 ms avg latency, 845.0 max latency.
982364 records sent, 196472.8 records/sec (23.98 MB/sec), 247.4 ms avg latency, 832.0 max latency.
999229 records sent, 199845.8 records/sec (24.40 MB/sec), 238.5 ms avg latency, 745.0 max latency.
998097 records sent, 199619.4 records/sec (24.37 MB/sec), 235.3 ms avg latency, 787.0 max latency.
944067 records sent, 188587.1 records/sec (23.02 MB/sec), 246.3 ms avg latency, 1056.0 max latency.
961027 records sent, 192205.4 records/sec (23.46 MB/sec), 249.1 ms avg latency, 1028.0 max latency.
1022632 records sent, 200634.1 records/sec (24.49 MB/sec), 235.2 ms avg latency, 986.0 max latency.
1025910 records sent, 202749.0 records/sec (24.75 MB/sec), 242.1 ms avg latency, 747.0 max latency.
984693 records sent, 196938.6 records/sec (24.04 MB/sec), 240.3 ms avg latency, 867.0 max latency.
1004411 records sent, 199723.8 records/sec (24.38 MB/sec), 240.7 ms avg latency, 892.0 max latency.
448063 records sent, 64395.4 records/sec (7.86 MB/sec), 201.3 ms avg latency, 6238.0 max latency.
912899 records sent, 179210.6 records/sec (21.88 MB/sec), 554.4 ms avg latency, 6329.0 max latency.
1025389 records sent, 204342.2 records/sec (24.94 MB/sec), 236.6 ms avg latency, 829.0 max latency.
989461 records sent, 197892.2 records/sec (24.16 MB/sec), 247.3 ms avg latency, 825.0 max latency.
985629 records sent, 195406.2 records/sec (23.85 MB/sec), 239.1 ms avg latency, 925.0 max latency.
1013735 records sent, 202747.0 records/sec (24.75 MB/sec), 234.2 ms avg latency, 824.0 max latency.
1019276 records sent, 203855.2 records/sec (24.88 MB/sec), 235.1 ms avg latency, 869.0 max latency.
1011538 records sent, 200741.8 records/sec (24.50 MB/sec), 241.5 ms avg latency, 912.0 max latency.
947989 records sent, 189257.1 records/sec (23.10 MB/sec), 237.4 ms avg latency, 1001.0 max latency.
1043357 records sent, 205830.9 records/sec (25.13 MB/sec), 246.5 ms avg latency, 857.0 max latency.
1043247 records sent, 208316.1 records/sec (25.43 MB/sec), 230.5 ms avg latency, 1022.0 max latency.
966691 records sent, 192261.5 records/sec (23.47 MB/sec), 249.8 ms avg latency, 1221.0 max latency.
1006721 records sent, 201344.2 records/sec (24.58 MB/sec), 234.4 ms avg latency, 944.0 max latency.
989011 records sent, 194457.5 records/sec (23.74 MB/sec), 247.2 ms avg latency, 956.0 max latency.
931569 records sent, 186313.8 records/sec (22.74 MB/sec), 253.1 ms avg latency, 1113.0 max latency.
1020389 records sent, 204077.8 records/sec (24.91 MB/sec), 248.9 ms avg latency, 959.0 max latency.
