bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1234590 records sent, 246523.6 records/sec (30.09 MB/sec), 174.6 ms avg latency, 804.0 max latency.
961038 records sent, 192207.6 records/sec (23.46 MB/sec), 266.2 ms avg latency, 1142.0 max latency.
990837 records sent, 198127.8 records/sec (24.19 MB/sec), 260.0 ms avg latency, 980.0 max latency.
972264 records sent, 193369.9 records/sec (23.60 MB/sec), 249.4 ms avg latency, 935.0 max latency.
1016625 records sent, 200320.2 records/sec (24.45 MB/sec), 258.2 ms avg latency, 921.0 max latency.
957922 records sent, 191202.0 records/sec (23.34 MB/sec), 263.8 ms avg latency, 1099.0 max latency.
992236 records sent, 197893.1 records/sec (24.16 MB/sec), 250.9 ms avg latency, 906.0 max latency.
951764 records sent, 190352.8 records/sec (23.24 MB/sec), 262.9 ms avg latency, 885.0 max latency.
978250 records sent, 195650.0 records/sec (23.88 MB/sec), 262.5 ms avg latency, 1100.0 max latency.
949900 records sent, 189980.0 records/sec (23.19 MB/sec), 263.5 ms avg latency, 907.0 max latency.
956631 records sent, 191287.9 records/sec (23.35 MB/sec), 269.9 ms avg latency, 931.0 max latency.
973180 records sent, 194636.0 records/sec (23.76 MB/sec), 255.6 ms avg latency, 831.0 max latency.
954177 records sent, 190835.4 records/sec (23.30 MB/sec), 257.4 ms avg latency, 1052.0 max latency.
939248 records sent, 187849.6 records/sec (22.93 MB/sec), 274.6 ms avg latency, 1190.0 max latency.
996230 records sent, 199007.2 records/sec (24.29 MB/sec), 247.8 ms avg latency, 784.0 max latency.
959279 records sent, 191855.8 records/sec (23.42 MB/sec), 260.5 ms avg latency, 1088.0 max latency.
938440 records sent, 183110.2 records/sec (22.35 MB/sec), 274.6 ms avg latency, 993.0 max latency.
1015682 records sent, 203136.4 records/sec (24.80 MB/sec), 254.7 ms avg latency, 790.0 max latency.
993334 records sent, 198666.8 records/sec (24.25 MB/sec), 255.4 ms avg latency, 896.0 max latency.
1001647 records sent, 200329.4 records/sec (24.45 MB/sec), 244.6 ms avg latency, 851.0 max latency.
971701 records sent, 194340.2 records/sec (23.72 MB/sec), 262.1 ms avg latency, 753.0 max latency.
951380 records sent, 190199.9 records/sec (23.22 MB/sec), 263.9 ms avg latency, 760.0 max latency.
993177 records sent, 198635.4 records/sec (24.25 MB/sec), 254.0 ms avg latency, 752.0 max latency.
1054484 records sent, 210728.2 records/sec (25.72 MB/sec), 239.4 ms avg latency, 868.0 max latency.
964372 records sent, 192874.4 records/sec (23.54 MB/sec), 264.9 ms avg latency, 984.0 max latency.
1016900 records sent, 202046.5 records/sec (24.66 MB/sec), 246.0 ms avg latency, 980.0 max latency.
973973 records sent, 194794.6 records/sec (23.78 MB/sec), 255.6 ms avg latency, 917.0 max latency.
993394 records sent, 197808.4 records/sec (24.15 MB/sec), 255.2 ms avg latency, 834.0 max latency.
985196 records sent, 196606.7 records/sec (24.00 MB/sec), 249.1 ms avg latency, 780.0 max latency.
964313 records sent, 191712.3 records/sec (23.40 MB/sec), 269.0 ms avg latency, 826.0 max latency.
1005452 records sent, 200889.5 records/sec (24.52 MB/sec), 252.8 ms avg latency, 859.0 max latency.
1001915 records sent, 198753.2 records/sec (24.26 MB/sec), 253.4 ms avg latency, 893.0 max latency.
997093 records sent, 199179.6 records/sec (24.31 MB/sec), 256.1 ms avg latency, 844.0 max latency.
1004173 records sent, 200834.6 records/sec (24.52 MB/sec), 249.1 ms avg latency, 745.0 max latency.
1102543 records sent, 219805.2 records/sec (26.83 MB/sec), 225.4 ms avg latency, 808.0 max latency.
1012456 records sent, 201966.1 records/sec (24.65 MB/sec), 252.6 ms avg latency, 1145.0 max latency.
932278 records sent, 186455.6 records/sec (22.76 MB/sec), 257.3 ms avg latency, 1428.0 max latency.
964958 records sent, 191308.1 records/sec (23.35 MB/sec), 270.4 ms avg latency, 1216.0 max latency.
992260 records sent, 198095.4 records/sec (24.18 MB/sec), 251.8 ms avg latency, 907.0 max latency.
1016237 records sent, 203247.4 records/sec (24.81 MB/sec), 255.3 ms avg latency, 777.0 max latency.
1000822 records sent, 199804.8 records/sec (24.39 MB/sec), 250.9 ms avg latency, 836.0 max latency.
1072911 records sent, 213557.1 records/sec (26.07 MB/sec), 232.1 ms avg latency, 773.0 max latency.
986914 records sent, 197382.8 records/sec (24.09 MB/sec), 253.9 ms avg latency, 912.0 max latency.
996438 records sent, 198810.5 records/sec (24.27 MB/sec), 247.6 ms avg latency, 917.0 max latency.
993952 records sent, 198790.4 records/sec (24.27 MB/sec), 256.0 ms avg latency, 1024.0 max latency.
1006318 records sent, 201263.6 records/sec (24.57 MB/sec), 256.4 ms avg latency, 839.0 max latency.
973976 records sent, 193479.5 records/sec (23.62 MB/sec), 258.5 ms avg latency, 960.0 max latency.
959814 records sent, 191924.4 records/sec (23.43 MB/sec), 254.8 ms avg latency, 923.0 max latency.
912157 records sent, 182431.4 records/sec (22.27 MB/sec), 274.9 ms avg latency, 1173.0 max latency.
1016800 records sent, 200078.7 records/sec (24.42 MB/sec), 249.7 ms avg latency, 844.0 max latency.
978386 records sent, 194975.3 records/sec (23.80 MB/sec), 258.1 ms avg latency, 880.0 max latency.
989370 records sent, 197755.3 records/sec (24.14 MB/sec), 253.9 ms avg latency, 857.0 max latency.
1011897 records sent, 202379.4 records/sec (24.70 MB/sec), 254.2 ms avg latency, 845.0 max latency.
1008695 records sent, 201135.6 records/sec (24.55 MB/sec), 253.8 ms avg latency, 755.0 max latency.
1004410 records sent, 200561.1 records/sec (24.48 MB/sec), 251.2 ms avg latency, 816.0 max latency.
978899 records sent, 195506.1 records/sec (23.87 MB/sec), 257.0 ms avg latency, 886.0 max latency.
1007882 records sent, 200653.4 records/sec (24.49 MB/sec), 253.7 ms avg latency, 863.0 max latency.
997521 records sent, 199384.6 records/sec (24.34 MB/sec), 248.1 ms avg latency, 787.0 max latency.
1006065 records sent, 199023.7 records/sec (24.29 MB/sec), 255.5 ms avg latency, 757.0 max latency.
1001686 records sent, 200337.2 records/sec (24.46 MB/sec), 248.9 ms avg latency, 794.0 max latency.
[2015-03-20 05:56:24,014] WARN Error in I/O with ec2-54-68-237-193.us-west-2.compute.amazonaws.com/172.30.0.105 (org.apache.kafka.common.network.Selector)
java.io.EOFException
	at org.apache.kafka.common.network.NetworkReceive.readFrom(NetworkReceive.java:62)
	at org.apache.kafka.common.network.Selector.poll(Selector.java:248)
	at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:192)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:191)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:122)
	at java.lang.Thread.run(Thread.java:745)
1009455 records sent, 201891.0 records/sec (24.64 MB/sec), 253.2 ms avg latency, 906.0 max latency.
997981 records sent, 199436.7 records/sec (24.35 MB/sec), 250.6 ms avg latency, 885.0 max latency.
1026252 records sent, 204473.4 records/sec (24.96 MB/sec), 245.6 ms avg latency, 790.0 max latency.
1028862 records sent, 205197.8 records/sec (25.05 MB/sec), 246.0 ms avg latency, 831.0 max latency.
1005095 records sent, 201019.0 records/sec (24.54 MB/sec), 250.5 ms avg latency, 977.0 max latency.
980885 records sent, 195629.2 records/sec (23.88 MB/sec), 245.4 ms avg latency, 1025.0 max latency.
978152 records sent, 194502.3 records/sec (23.74 MB/sec), 263.2 ms avg latency, 1011.0 max latency.
1004924 records sent, 200784.0 records/sec (24.51 MB/sec), 250.1 ms avg latency, 878.0 max latency.
978665 records sent, 195733.0 records/sec (23.89 MB/sec), 258.5 ms avg latency, 786.0 max latency.
1010843 records sent, 202168.6 records/sec (24.68 MB/sec), 249.6 ms avg latency, 713.0 max latency.
970278 records sent, 194055.6 records/sec (23.69 MB/sec), 255.3 ms avg latency, 1087.0 max latency.
1063733 records sent, 212746.6 records/sec (25.97 MB/sec), 239.8 ms avg latency, 825.0 max latency.
983579 records sent, 196010.2 records/sec (23.93 MB/sec), 252.0 ms avg latency, 912.0 max latency.
998301 records sent, 199142.4 records/sec (24.31 MB/sec), 252.8 ms avg latency, 880.0 max latency.
964384 records sent, 192876.8 records/sec (23.54 MB/sec), 261.0 ms avg latency, 878.0 max latency.
1006269 records sent, 201253.8 records/sec (24.57 MB/sec), 250.4 ms avg latency, 822.0 max latency.
989001 records sent, 197800.2 records/sec (24.15 MB/sec), 252.3 ms avg latency, 955.0 max latency.
968665 records sent, 193115.0 records/sec (23.57 MB/sec), 258.1 ms avg latency, 988.0 max latency.
963635 records sent, 191768.2 records/sec (23.41 MB/sec), 259.6 ms avg latency, 1030.0 max latency.
985021 records sent, 194207.6 records/sec (23.71 MB/sec), 261.1 ms avg latency, 1001.0 max latency.
1037105 records sent, 206020.1 records/sec (25.15 MB/sec), 238.5 ms avg latency, 824.0 max latency.
985191 records sent, 196488.0 records/sec (23.99 MB/sec), 254.9 ms avg latency, 909.0 max latency.
1047540 records sent, 208964.7 records/sec (25.51 MB/sec), 242.7 ms avg latency, 885.0 max latency.
996948 records sent, 199031.3 records/sec (24.30 MB/sec), 252.0 ms avg latency, 800.0 max latency.
1017214 records sent, 203442.8 records/sec (24.83 MB/sec), 247.9 ms avg latency, 1002.0 max latency.
989868 records sent, 197973.6 records/sec (24.17 MB/sec), 254.7 ms avg latency, 980.0 max latency.
968455 records sent, 193691.0 records/sec (23.64 MB/sec), 260.9 ms avg latency, 1054.0 max latency.
1006103 records sent, 201220.6 records/sec (24.56 MB/sec), 247.5 ms avg latency, 943.0 max latency.
993269 records sent, 198653.8 records/sec (24.25 MB/sec), 253.8 ms avg latency, 863.0 max latency.
942563 records sent, 188512.6 records/sec (23.01 MB/sec), 266.4 ms avg latency, 939.0 max latency.
984382 records sent, 196876.4 records/sec (24.03 MB/sec), 257.8 ms avg latency, 862.0 max latency.
969673 records sent, 193393.1 records/sec (23.61 MB/sec), 259.0 ms avg latency, 1078.0 max latency.
1008897 records sent, 200257.4 records/sec (24.45 MB/sec), 248.9 ms avg latency, 793.0 max latency.
1005265 records sent, 201053.0 records/sec (24.54 MB/sec), 246.7 ms avg latency, 820.0 max latency.
941779 records sent, 188280.5 records/sec (22.98 MB/sec), 267.0 ms avg latency, 778.0 max latency.
1031128 records sent, 206225.6 records/sec (25.17 MB/sec), 251.3 ms avg latency, 754.0 max latency.
991863 records sent, 198372.6 records/sec (24.22 MB/sec), 252.2 ms avg latency, 883.0 max latency.
989944 records sent, 197988.8 records/sec (24.17 MB/sec), 247.7 ms avg latency, 889.0 max latency.
998917 records sent, 199146.1 records/sec (24.31 MB/sec), 255.3 ms avg latency, 851.0 max latency.
1063835 records sent, 211750.6 records/sec (25.85 MB/sec), 238.0 ms avg latency, 740.0 max latency.
1003202 records sent, 200640.4 records/sec (24.49 MB/sec), 251.6 ms avg latency, 965.0 max latency.
993308 records sent, 196461.2 records/sec (23.98 MB/sec), 250.8 ms avg latency, 907.0 max latency.
1022042 records sent, 203878.3 records/sec (24.89 MB/sec), 256.0 ms avg latency, 779.0 max latency.
973395 records sent, 194601.2 records/sec (23.76 MB/sec), 252.1 ms avg latency, 824.0 max latency.
958852 records sent, 190135.2 records/sec (23.21 MB/sec), 270.9 ms avg latency, 846.0 max latency.
974615 records sent, 191288.5 records/sec (23.35 MB/sec), 264.2 ms avg latency, 1028.0 max latency.
984422 records sent, 195904.9 records/sec (23.91 MB/sec), 250.2 ms avg latency, 1126.0 max latency.
1018991 records sent, 203798.2 records/sec (24.88 MB/sec), 255.5 ms avg latency, 746.0 max latency.
982350 records sent, 196234.5 records/sec (23.95 MB/sec), 253.9 ms avg latency, 796.0 max latency.
1009070 records sent, 201814.0 records/sec (24.64 MB/sec), 245.4 ms avg latency, 773.0 max latency.
968920 records sent, 193784.0 records/sec (23.66 MB/sec), 261.8 ms avg latency, 807.0 max latency.
924612 records sent, 183929.2 records/sec (22.45 MB/sec), 270.4 ms avg latency, 979.0 max latency.
994462 records sent, 198892.4 records/sec (24.28 MB/sec), 253.5 ms avg latency, 823.0 max latency.
969888 records sent, 193474.6 records/sec (23.62 MB/sec), 267.4 ms avg latency, 834.0 max latency.
1018269 records sent, 203653.8 records/sec (24.86 MB/sec), 244.6 ms avg latency, 948.0 max latency.
1004706 records sent, 199822.2 records/sec (24.39 MB/sec), 244.6 ms avg latency, 785.0 max latency.
1008055 records sent, 201611.0 records/sec (24.61 MB/sec), 251.6 ms avg latency, 940.0 max latency.
1013909 records sent, 202781.8 records/sec (24.75 MB/sec), 251.5 ms avg latency, 893.0 max latency.
914901 records sent, 182980.2 records/sec (22.34 MB/sec), 275.6 ms avg latency, 917.0 max latency.
981671 records sent, 196294.9 records/sec (23.96 MB/sec), 251.0 ms avg latency, 1311.0 max latency.
954989 records sent, 190312.7 records/sec (23.23 MB/sec), 263.3 ms avg latency, 1101.0 max latency.
982002 records sent, 196400.4 records/sec (23.97 MB/sec), 257.3 ms avg latency, 846.0 max latency.
996093 records sent, 199218.6 records/sec (24.32 MB/sec), 248.0 ms avg latency, 807.0 max latency.
998702 records sent, 197528.1 records/sec (24.11 MB/sec), 253.6 ms avg latency, 965.0 max latency.
985127 records sent, 195733.6 records/sec (23.89 MB/sec), 257.9 ms avg latency, 884.0 max latency.
976129 records sent, 195225.8 records/sec (23.83 MB/sec), 262.9 ms avg latency, 921.0 max latency.
981789 records sent, 195575.5 records/sec (23.87 MB/sec), 255.5 ms avg latency, 884.0 max latency.
1007496 records sent, 201499.2 records/sec (24.60 MB/sec), 252.0 ms avg latency, 969.0 max latency.
980014 records sent, 196002.8 records/sec (23.93 MB/sec), 253.6 ms avg latency, 920.0 max latency.
971712 records sent, 194342.4 records/sec (23.72 MB/sec), 260.6 ms avg latency, 789.0 max latency.
959676 records sent, 191935.2 records/sec (23.43 MB/sec), 264.8 ms avg latency, 835.0 max latency.
979126 records sent, 195629.6 records/sec (23.88 MB/sec), 261.3 ms avg latency, 886.0 max latency.
966869 records sent, 190779.2 records/sec (23.29 MB/sec), 251.4 ms avg latency, 919.0 max latency.
190000000 records sent, 197355.232147 records/sec (24.09 MB/sec), 254.73 ms avg latency, 1428.00 ms max latency, 371 ms 50th, 762 ms 95th, 917 ms 99th, 1082 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=16384
1084822 records sent, 216964.4 records/sec (26.48 MB/sec), 204.3 ms avg latency, 701.0 max latency.
1189891 records sent, 237978.2 records/sec (29.05 MB/sec), 198.4 ms avg latency, 658.0 max latency.
1207622 records sent, 241524.4 records/sec (29.48 MB/sec), 202.6 ms avg latency, 817.0 max latency.
1071031 records sent, 212253.5 records/sec (25.91 MB/sec), 225.9 ms avg latency, 805.0 max latency.
1074002 records sent, 214328.9 records/sec (26.16 MB/sec), 229.7 ms avg latency, 792.0 max latency.
1119685 records sent, 223937.0 records/sec (27.34 MB/sec), 212.4 ms avg latency, 735.0 max latency.
1002320 records sent, 200464.0 records/sec (24.47 MB/sec), 230.1 ms avg latency, 994.0 max latency.
1113085 records sent, 220543.9 records/sec (26.92 MB/sec), 225.9 ms avg latency, 756.0 max latency.
1053051 records sent, 210610.2 records/sec (25.71 MB/sec), 223.7 ms avg latency, 934.0 max latency.
1073138 records sent, 214627.6 records/sec (26.20 MB/sec), 234.4 ms avg latency, 853.0 max latency.
1141562 records sent, 228312.4 records/sec (27.87 MB/sec), 206.4 ms avg latency, 769.0 max latency.
1120683 records sent, 222622.8 records/sec (27.18 MB/sec), 212.3 ms avg latency, 838.0 max latency.
1078503 records sent, 215700.6 records/sec (26.33 MB/sec), 225.5 ms avg latency, 748.0 max latency.
1025713 records sent, 204610.6 records/sec (24.98 MB/sec), 231.3 ms avg latency, 1109.0 max latency.
1053549 records sent, 210373.2 records/sec (25.68 MB/sec), 228.9 ms avg latency, 776.0 max latency.
1103709 records sent, 220741.8 records/sec (26.95 MB/sec), 226.5 ms avg latency, 705.0 max latency.
1121371 records sent, 223603.4 records/sec (27.30 MB/sec), 207.4 ms avg latency, 650.0 max latency.
1063458 records sent, 212691.6 records/sec (25.96 MB/sec), 222.6 ms avg latency, 1032.0 max latency.
1040480 records sent, 207349.5 records/sec (25.31 MB/sec), 234.2 ms avg latency, 872.0 max latency.
1001383 records sent, 200196.5 records/sec (24.44 MB/sec), 242.9 ms avg latency, 804.0 max latency.
961554 records sent, 192310.8 records/sec (23.48 MB/sec), 249.0 ms avg latency, 982.0 max latency.
1018766 records sent, 203753.2 records/sec (24.87 MB/sec), 240.7 ms avg latency, 715.0 max latency.
1006532 records sent, 201306.4 records/sec (24.57 MB/sec), 244.4 ms avg latency, 812.0 max latency.
978504 records sent, 194533.6 records/sec (23.75 MB/sec), 236.9 ms avg latency, 891.0 max latency.
971829 records sent, 194365.8 records/sec (23.73 MB/sec), 253.5 ms avg latency, 912.0 max latency.
996088 records sent, 198226.5 records/sec (24.20 MB/sec), 243.1 ms avg latency, 779.0 max latency.
985007 records sent, 197001.4 records/sec (24.05 MB/sec), 248.2 ms avg latency, 769.0 max latency.
918007 records sent, 183601.4 records/sec (22.41 MB/sec), 259.1 ms avg latency, 914.0 max latency.
962812 records sent, 192254.8 records/sec (23.47 MB/sec), 247.2 ms avg latency, 855.0 max latency.
980440 records sent, 195540.5 records/sec (23.87 MB/sec), 240.4 ms avg latency, 755.0 max latency.
961797 records sent, 192128.8 records/sec (23.45 MB/sec), 241.1 ms avg latency, 934.0 max latency.
991924 records sent, 198384.8 records/sec (24.22 MB/sec), 245.8 ms avg latency, 787.0 max latency.
1008012 records sent, 201602.4 records/sec (24.61 MB/sec), 247.2 ms avg latency, 790.0 max latency.
932613 records sent, 186522.6 records/sec (22.77 MB/sec), 249.1 ms avg latency, 818.0 max latency.
976626 records sent, 195325.2 records/sec (23.84 MB/sec), 253.9 ms avg latency, 807.0 max latency.
984223 records sent, 196844.6 records/sec (24.03 MB/sec), 242.9 ms avg latency, 798.0 max latency.
957828 records sent, 190045.2 records/sec (23.20 MB/sec), 247.1 ms avg latency, 897.0 max latency.
988940 records sent, 194214.5 records/sec (23.71 MB/sec), 246.8 ms avg latency, 1086.0 max latency.
985874 records sent, 194875.3 records/sec (23.79 MB/sec), 252.9 ms avg latency, 760.0 max latency.
992283 records sent, 196686.4 records/sec (24.01 MB/sec), 240.8 ms avg latency, 686.0 max latency.
967879 records sent, 193575.8 records/sec (23.63 MB/sec), 236.5 ms avg latency, 998.0 max latency.
990334 records sent, 198066.8 records/sec (24.18 MB/sec), 251.9 ms avg latency, 915.0 max latency.
933110 records sent, 186622.0 records/sec (22.78 MB/sec), 254.3 ms avg latency, 900.0 max latency.
1003628 records sent, 198384.7 records/sec (24.22 MB/sec), 244.6 ms avg latency, 811.0 max latency.
943792 records sent, 187632.6 records/sec (22.90 MB/sec), 247.3 ms avg latency, 1057.0 max latency.
989869 records sent, 197499.8 records/sec (24.11 MB/sec), 254.5 ms avg latency, 836.0 max latency.
967250 records sent, 193450.0 records/sec (23.61 MB/sec), 252.5 ms avg latency, 891.0 max latency.
994420 records sent, 198884.0 records/sec (24.28 MB/sec), 239.7 ms avg latency, 778.0 max latency.
997717 records sent, 198946.6 records/sec (24.29 MB/sec), 246.3 ms avg latency, 786.0 max latency.
973698 records sent, 194583.9 records/sec (23.75 MB/sec), 242.7 ms avg latency, 946.0 max latency.
929793 records sent, 185921.4 records/sec (22.70 MB/sec), 257.9 ms avg latency, 944.0 max latency.
993237 records sent, 198647.4 records/sec (24.25 MB/sec), 241.7 ms avg latency, 901.0 max latency.
1030886 records sent, 206177.2 records/sec (25.17 MB/sec), 238.2 ms avg latency, 843.0 max latency.
989029 records sent, 196313.8 records/sec (23.96 MB/sec), 241.1 ms avg latency, 764.0 max latency.
986268 records sent, 197253.6 records/sec (24.08 MB/sec), 248.7 ms avg latency, 811.0 max latency.
956412 records sent, 189276.1 records/sec (23.10 MB/sec), 254.1 ms avg latency, 905.0 max latency.
934670 records sent, 186934.0 records/sec (22.82 MB/sec), 254.1 ms avg latency, 1028.0 max latency.
984057 records sent, 195988.2 records/sec (23.92 MB/sec), 250.0 ms avg latency, 761.0 max latency.
981656 records sent, 196331.2 records/sec (23.97 MB/sec), 235.5 ms avg latency, 825.0 max latency.
1013868 records sent, 202126.8 records/sec (24.67 MB/sec), 248.6 ms avg latency, 855.0 max latency.
934827 records sent, 186294.7 records/sec (22.74 MB/sec), 256.0 ms avg latency, 1104.0 max latency.
1028057 records sent, 204833.0 records/sec (25.00 MB/sec), 238.6 ms avg latency, 821.0 max latency.
991990 records sent, 198398.0 records/sec (24.22 MB/sec), 239.1 ms avg latency, 830.0 max latency.
917662 records sent, 182983.4 records/sec (22.34 MB/sec), 261.0 ms avg latency, 916.0 max latency.
972751 records sent, 193082.8 records/sec (23.57 MB/sec), 255.5 ms avg latency, 872.0 max latency.
1033201 records sent, 206640.2 records/sec (25.22 MB/sec), 230.5 ms avg latency, 827.0 max latency.
964825 records sent, 192965.0 records/sec (23.56 MB/sec), 262.4 ms avg latency, 843.0 max latency.
973928 records sent, 194785.6 records/sec (23.78 MB/sec), 246.0 ms avg latency, 719.0 max latency.
957996 records sent, 190988.0 records/sec (23.31 MB/sec), 247.1 ms avg latency, 1038.0 max latency.
978805 records sent, 195761.0 records/sec (23.90 MB/sec), 247.5 ms avg latency, 873.0 max latency.
1019546 records sent, 203909.2 records/sec (24.89 MB/sec), 243.8 ms avg latency, 890.0 max latency.
968055 records sent, 191922.1 records/sec (23.43 MB/sec), 251.6 ms avg latency, 802.0 max latency.
951781 records sent, 190356.2 records/sec (23.24 MB/sec), 252.9 ms avg latency, 897.0 max latency.
987689 records sent, 197537.8 records/sec (24.11 MB/sec), 240.5 ms avg latency, 941.0 max latency.
961563 records sent, 192312.6 records/sec (23.48 MB/sec), 251.8 ms avg latency, 892.0 max latency.
964829 records sent, 192965.8 records/sec (23.56 MB/sec), 253.2 ms avg latency, 868.0 max latency.
1002547 records sent, 200509.4 records/sec (24.48 MB/sec), 240.4 ms avg latency, 721.0 max latency.
1052092 records sent, 209038.7 records/sec (25.52 MB/sec), 238.1 ms avg latency, 757.0 max latency.
959220 records sent, 191844.0 records/sec (23.42 MB/sec), 251.0 ms avg latency, 793.0 max latency.
925232 records sent, 185046.4 records/sec (22.59 MB/sec), 255.2 ms avg latency, 1159.0 max latency.
969559 records sent, 191461.1 records/sec (23.37 MB/sec), 249.8 ms avg latency, 921.0 max latency.
951680 records sent, 190336.0 records/sec (23.23 MB/sec), 257.2 ms avg latency, 1045.0 max latency.
953888 records sent, 190777.6 records/sec (23.29 MB/sec), 252.4 ms avg latency, 976.0 max latency.
951042 records sent, 189942.5 records/sec (23.19 MB/sec), 246.3 ms avg latency, 911.0 max latency.
976275 records sent, 194283.6 records/sec (23.72 MB/sec), 250.2 ms avg latency, 907.0 max latency.
1034586 records sent, 204302.1 records/sec (24.94 MB/sec), 238.2 ms avg latency, 956.0 max latency.
1001519 records sent, 200303.8 records/sec (24.45 MB/sec), 238.5 ms avg latency, 851.0 max latency.
988625 records sent, 194803.0 records/sec (23.78 MB/sec), 250.4 ms avg latency, 775.0 max latency.
996177 records sent, 198362.6 records/sec (24.21 MB/sec), 242.6 ms avg latency, 697.0 max latency.
1008070 records sent, 201614.0 records/sec (24.61 MB/sec), 243.7 ms avg latency, 958.0 max latency.
954338 records sent, 188940.4 records/sec (23.06 MB/sec), 260.4 ms avg latency, 846.0 max latency.
989411 records sent, 197645.0 records/sec (24.13 MB/sec), 238.3 ms avg latency, 848.0 max latency.
931253 records sent, 186250.6 records/sec (22.74 MB/sec), 256.1 ms avg latency, 1219.0 max latency.
999135 records sent, 199827.0 records/sec (24.39 MB/sec), 243.4 ms avg latency, 848.0 max latency.
883275 records sent, 176655.0 records/sec (21.56 MB/sec), 270.7 ms avg latency, 1167.0 max latency.
982704 records sent, 196540.8 records/sec (23.99 MB/sec), 244.4 ms avg latency, 826.0 max latency.
980417 records sent, 196083.4 records/sec (23.94 MB/sec), 246.6 ms avg latency, 971.0 max latency.
910777 records sent, 182155.4 records/sec (22.24 MB/sec), 258.8 ms avg latency, 1154.0 max latency.
906297 records sent, 181259.4 records/sec (22.13 MB/sec), 259.0 ms avg latency, 1220.0 max latency.
926708 records sent, 185341.6 records/sec (22.62 MB/sec), 260.8 ms avg latency, 1343.0 max latency.
961083 records sent, 192216.6 records/sec (23.46 MB/sec), 261.1 ms avg latency, 850.0 max latency.
962779 records sent, 191559.7 records/sec (23.38 MB/sec), 244.0 ms avg latency, 731.0 max latency.
996564 records sent, 197222.2 records/sec (24.07 MB/sec), 247.5 ms avg latency, 788.0 max latency.
961820 records sent, 192133.4 records/sec (23.45 MB/sec), 246.8 ms avg latency, 1038.0 max latency.
978604 records sent, 195720.8 records/sec (23.89 MB/sec), 241.8 ms avg latency, 1059.0 max latency.
959970 records sent, 191076.8 records/sec (23.32 MB/sec), 252.6 ms avg latency, 1136.0 max latency.
976414 records sent, 194272.6 records/sec (23.71 MB/sec), 248.3 ms avg latency, 991.0 max latency.
984670 records sent, 195487.4 records/sec (23.86 MB/sec), 252.4 ms avg latency, 1034.0 max latency.
981578 records sent, 196315.6 records/sec (23.96 MB/sec), 248.3 ms avg latency, 908.0 max latency.
944282 records sent, 186690.8 records/sec (22.79 MB/sec), 238.6 ms avg latency, 885.0 max latency.
68123 records sent, 13281.9 records/sec (1.62 MB/sec), 60.0 ms avg latency, 6314.0 max latency.
852138 records sent, 169850.1 records/sec (20.73 MB/sec), 604.2 ms avg latency, 6673.0 max latency.
1020861 records sent, 202712.7 records/sec (24.75 MB/sec), 241.2 ms avg latency, 896.0 max latency.
967574 records sent, 192974.5 records/sec (23.56 MB/sec), 247.3 ms avg latency, 855.0 max latency.
982641 records sent, 195239.6 records/sec (23.83 MB/sec), 245.2 ms avg latency, 921.0 max latency.
995047 records sent, 199009.4 records/sec (24.29 MB/sec), 240.6 ms avg latency, 803.0 max latency.
908816 records sent, 181763.2 records/sec (22.19 MB/sec), 266.2 ms avg latency, 1043.0 max latency.
983481 records sent, 196696.2 records/sec (24.01 MB/sec), 243.3 ms avg latency, 842.0 max latency.
933257 records sent, 186651.4 records/sec (22.78 MB/sec), 259.5 ms avg latency, 1073.0 max latency.
938925 records sent, 187785.0 records/sec (22.92 MB/sec), 265.2 ms avg latency, 1032.0 max latency.
917167 records sent, 181473.5 records/sec (22.15 MB/sec), 247.4 ms avg latency, 931.0 max latency.
941170 records sent, 188234.0 records/sec (22.98 MB/sec), 264.6 ms avg latency, 1236.0 max latency.
973492 records sent, 191331.0 records/sec (23.36 MB/sec), 256.0 ms avg latency, 1015.0 max latency.
1014988 records sent, 202997.6 records/sec (24.78 MB/sec), 240.2 ms avg latency, 832.0 max latency.
968575 records sent, 193328.3 records/sec (23.60 MB/sec), 245.0 ms avg latency, 1001.0 max latency.
955433 records sent, 191086.6 records/sec (23.33 MB/sec), 248.5 ms avg latency, 906.0 max latency.
